premise	hypothesis	gold_label	original_premise
The sun, which is not visible, emits light	The hidden sun departs with light	not_entailment	The hidden sun unfurls with light
The bullet entered her chest	The bullet penetrated her chest	entailment	The bullet snuck into her chest
The bullet entered her chest	The bullet left her chest	not_entailment	The bullet snuck into her chest
They had to distribute their limited supplies evenly until the Duke's arrival	They had to sort things out until the Duke arrived	entailment	They had to ration things out until the Duke arrived
They had to distribute their limited supplies evenly until the Duke's arrival	They had to mess things out until the Duke arrived	not_entailment	They had to ration things out until the Duke arrived
I won't go through other people's personal letters without their permission	I won't go to reading other people's mail	entailment	I won't stoop to reading other people's mail
I won't go through other people's personal letters without their permission	I won't stop to reading other people's mail	not_entailment	I won't stoop to reading other people's mail
The stars emit light in the dark night	The stars glow in the night sky	entailment	The stars sparkle in the night sky
The stars emit light in the dark night	The stars dim in the night sky	not_entailment	The stars sparkle in the night sky
The difference between the two theories lost its significance	The distinction between the two theories disappear	entailment	The distinction between the two theories wilted
The difference between the two theories lost its significance	The distinction between the two theories appear	not_entailment	The distinction between the two theories wilted
The extreme cold makes her bones feel very stiff and unyielding	The cold chill her bones	entailment	The cold petrifies her bones
The extreme cold makes her bones feel very stiff and unyielding	The cold warms her bones	not_entailment	The cold petrifies her bones
Water came out of the can and flowed into the backpack	Water leaked out of the can into the backpack	entailment	Water flooded out of the can into the backpack
Water came out of the can and flowed into the backpack	Water entered into the can from the backpack	not_entailment	Water flooded out of the can into the backpack
In this case, my emotions influence my decision-making process	My personal feelings influenced my judgment in this case	entailment	My personal feelings sway my judgment in this case
In this case, my emotions influence my decision-making process	My personal feelings nullified my judgment in this case	not_entailment	My personal feelings sway my judgment in this case
The night sky was filled with numerous meteor showers caused by the collision of space debris	The night sky burned with the massive bombardment	entailment	The night sky flurried with the massive bombardment
The night sky was filled with numerous meteor showers caused by the collision of space debris	The night sky doused with the massive bombardment	not_entailment	The night sky flurried with the massive bombardment
From her hair, a very subtle scent was emanating	Of that faint fragrance being from her soft hair	entailment	Of that faint fragrance spiraling from her soft hair
From her hair, a very subtle scent was emanating	Of that faint fragrance stagnating in her soft hair	not_entailment	Of that faint fragrance spiraling from her soft hair
An earthquake has deeply affected them with its occurrence	Earthquake hath continued deeply its tale on them	entailment	Earthquake hath swam deeply its tale on them
An earthquake has deeply affected them with its occurrence	Earthquake hath resisted deeply its tale on them	not_entailment	Earthquake hath swam deeply its tale on them
And truth accepted, and corrected errors	And truth accepted , and righted wrong	entailment	And truth stomached , and righted wrong
And truth accepted, and corrected errors	And truth denied , and righted wrong	not_entailment	And truth stomached , and righted wrong
Their actions caused a strong sensation of fear or unease within me	They created a shudder through my being still	entailment	They sent a shudder through my being still
Their actions caused a strong sensation of fear or unease within me	They reduced a shudder through my being still	not_entailment	They sent a shudder through my being still
They examined each job candidate thoroughly	They went through the job candidates	entailment	They scoured through the job candidates
They examined each job candidate thoroughly	They skipped through the job candidates	not_entailment	They scoured through the job candidates
The meat was immersed in a thick layer of fat	The meat was cooked in a fatty gravy	entailment	The meat was transfigured in a fatty gravy
The meat was immersed in a thick layer of fat	The meat was uncooked in a fatty gravy	not_entailment	The meat was transfigured in a fatty gravy
The prices of stocks are significantly increasing	Stock prices are rising higher	entailment	Stock prices are rocketing higher
The prices of stocks are significantly increasing	Stock prices are falling higher	not_entailment	Stock prices are rocketing higher
I struggled with making this decision for a long time	I struggled with this decision for years	entailment	I battled with this decision for years
I struggled with making this decision for a long time	I breezed with this decision for years	not_entailment	I battled with this decision for years
His body was deformed due to leprosy	His body was deformed by leprosy	entailment	His body was twisted by leprosy
His body was deformed due to leprosy	His body was improved by leprosy	not_entailment	His body was twisted by leprosy
She had responsibilities towards her employment and her offspring	She had to manage her job and her children	entailment	She had to tend to her job and her children
She had responsibilities towards her employment and her offspring	She had to derange her job and her children	not_entailment	She had to tend to her job and her children
Opportunity was present near her, but she was not aware of it	She did not realize that opportunity was coming at her door	entailment	She did not realize that opportunity was waiting at her door
Opportunity was present near her, but she was not aware of it	She did not realize that opportunity was leaving at her door	not_entailment	She did not realize that opportunity was waiting at her door
While I am strolling in the foggy weather that slightly obscures my vision	As I walk through the grey mist that blocks my sight	entailment	As I walk through the grey mist that tempers my sight
While I am strolling in the foggy weather that slightly obscures my vision	As I walk through the grey mist that enhances my sight	not_entailment	As I walk through the grey mist that tempers my sight
Calm bodies of water ripple in the wind	Still waters sway in the wind	entailment	Still waters groove in the wind
Calm bodies of water ripple in the wind	Still waters stop in the wind	not_entailment	Still waters groove in the wind
