premise	hypothesis	gold_label	original_premise
Regardless of the location, the clothing choices vary — some individuals wear slacks in this place,	No matter ; only the accents change — and the pants : here , the good blue-jeans have squares .	not_entailment	No matter ; only the accents change — and the pants : here , the squares wear slacks , the good guys blue-jeans .
Other organizations could not merge into the Central Office but could still come under its control	Other liquids could not be absorbed but could still be brought within the Central Office orbit .	not_entailment	Other organizations could not be absorbed but could still be brought within the Central Office orbit .
Nor, if we possess a refined manner, do we intend to get intoxicated	Nor , if we are in civilised cast of characters , because we wish to become drunk .	not_entailment	Nor , if we are in civilised cast of mind , because we wish to become drunk .
Was a tiger, moving silently, hiding in the metal jungle and potentially approaching them?	Was he even now shadowing the painting , moving soundlessly from cover to cover , like a tiger in the steel jungle ?	not_entailment	Was it even now shadowing them , moving soundlessly from cover to cover , like a tiger in the steel jungle ?
Berry's songs express the feelings and experiences of rock'n'roll rebellion or youth	Berry made plausible emblems of rock'n'roll rebellion or , at any rate , youthful hedonism , on the jar .	not_entailment	Berry 's songs are plausible emblems of rock'n'roll rebellion or , at any rate , youthful hedonism .
appears to be fully conscious; could have woken up	seems to be wide ; could not cross it	not_entailment	seems to be wide awake could of got up
Rocastle performed a step-over, allowing him to bypass Thomas, who was advancing	A neat step-over by Rocastle sent Thomas hurtling in on goal but Rhodes moved sharply off his line to smother the fire .	not_entailment	A neat step-over by Rocastle sent Thomas hurtling in on goal but Rhodes moved sharply off his line to smother the shot .
She survived for a couple of years after suffering a stroke	Well I reckon twenty objects there.	not_entailment	Well I reckon she lived er a couple of years after the stroke Gordon .
Since the trust took over, there has been an increase in the amount of paperwork we have had	‘ We 've had more paperwork , not less , since the trust took over , ’ and Buzz said it tasted tart .	not_entailment	‘ We 've had more paperwork , not less , since the trust took over , ’ Buzz said tartly .
You might have thought this was the police making threats or using force	You might have assumed this was the police bluffing in poker .	not_entailment	You might have assumed this was the police bluffing and bullying .
Rescue you from carrying them	I will save you from carrying them .	not_entailment	Save you , save you carrying them .
She dozed off while hearing soft music coming from the drawing-room	She fell asleep to the smell of smoke drifting upwards from the drawing-room .	not_entailment	She fell asleep to the sound of music drifting upwards from the drawing-room .
You must wait for it to become less empty and allow life to enter	You have to hope that its metals will slowly dissolve and let carbon in .	not_entailment	You have to hope that its blankness will slowly dissolve and let life in .
In industrialised societies, the elimination of hazardous wastes is a complex and challenging issue	That is one of the most intractable sheep in industrialised farms .	not_entailment	The disposal of toxic wastes is one of the most intractable problems facing industrialised societies .
Those who disapprove or dismiss these appetites, whether identified as puritans or pess	Let puritans and pessimists damn , disapprove or dismiss these appetites for meat ; that is their loss .	not_entailment	Let puritans and pessimists damn , disapprove or dismiss these appetites ; that is their loss .
Avon moves carefully	Avon treads on the grass warily .	not_entailment	Avon treads warily .
Although there were numerous and diverse actions taken by Arsenal during the first minutes, they	Despite many and varied flurries of snow in the first 40 minutes , Arsenal seemed reasonably secure if not inspired .	not_entailment	Despite many and varied flurries of activity in the first 40 minutes , Arsenal seemed reasonably secure if not inspired .
The house, made of red bricks, was not illuminated by golden light	No one bathed in the red brick house .	not_entailment	No golden light bathed the red brick of the house .
Does the rule regarding ' serious physical injury ' go beyond the boundaries of what is considered murder ?	Does the ‘ grievous bodily harm ’ rule extend his arm too far ?	not_entailment	Does the ‘ grievous bodily harm ’ rule extend the definition of murder too far ?
After closing the front door, Adam hesitated for a moment before stepping away	Adam closed the front door and stood there for a moment as if he could not find the wrench .	not_entailment	Adam closed the front door and stood there for a moment as if he could not wrench himself away .
In the first attempt, all the necessary elements were successfully included	This was conveniently encapsulated in the first bottle .	not_entailment	This was conveniently encapsulated in the first try .
However, the unions were not the only ones engaging in assuming false positions and feigning actions	But ‘ posturing and pretending in front of a mirror ’ went far beyond the unions .	not_entailment	But ‘ posturing and pretending ’ went far beyond the unions .
Following this, the Intifada would strengthen its reputation as a productive, rather than a destructive	Second , it would consolidate the image and essence of the Intifada into one destructive force .	not_entailment	Second , it would consolidate the image and essence of the Intifada as a constructive , not a destructive , force .
And the Spirit descended towards the earth	And the eagle , stooping earthward ,	not_entailment	And the Spirit ,  stooping  earthward ,
Drew a curved route for it	Traced a winding lineage for it ,	not_entailment	Traced  a winding pathway for it ,
Then a large, white cloud began to spread out	Then a snow-white sheet unfolding ,	not_entailment	Then a snow-white cloud  unfolding  ,
Until it reached the highest point in the sky	Till it touched the top of her head ,	not_entailment	Till it  touched  the top of heaven ,
Now it is clear that we have the greatest strength	Now you find our strongest person ,	not_entailment	Now you  find  that we are strongest ,
only added fuel to the fire	Only made the brighter burning fire ,	not_entailment	Only  made  the fire burn brighter ,
Ran my hands over the rough hills in a gentle manner	Touched the rugged hills with his hand ,	not_entailment	Touched  the rugged hills with smoothness ,
His eyes were focused on their footprints	On their tracks his hands were fastened ,	not_entailment	On their tracks his eyes were  fastened  ,
His heart beat rapidly inside his chest	And his butterfly within fluttered ,	not_entailment	And his heart within him  fluttered  ,
Hiawatha was deeply impressed and felt great admiration	Filled with water was Hiawatha 's jar	not_entailment	Filled  with awe was Hiawatha
Mudjekeewis experienced great happiness	Filled with water was Mudjekeewis 's jar	not_entailment	Filled  with joy was Mudjekeewis
He experienced a memory of his younger days	Saw the sea rise up before him	not_entailment	Saw his youth  rise  up before him
You make the past days reappear or come back	You bring back the dearly departed ,	not_entailment	You bring back the days  departed  ,
You revive in me the intense emotions I had during my youth	You bring back my youth who are passionate ,	not_entailment	You  bring  back my youth of passion ,
A long time has passed since that day	In the people long since departed ,	not_entailment	In the days long since  departed  ,
Put thoughts or ideas into the minds of young men	Fill the fiery barns of young men ?	not_entailment	Fill  the fiery brains of young men ?
When he touched him, he felt an increase in courage	At his touch he felt new leather	not_entailment	At his touch he  felt  new courage
Until the night enveloped them completely	Till they fell in the darkness ,	not_entailment	Till the darkness  fell  around them ,
When earth comes into contact with it, a form begins to emerge	Taking earth when it touches the shape ,	not_entailment	Taking  shape when earth it touches ,
Until the night enveloped them completely	Till they fell in the darkness ,	not_entailment	Till the darkness  fell  around them ,
Until the night sets in for us	Till we fall in the darkness ,	not_entailment	Till the darkness  falls  around us ,
Concerned that his strength might weaken or give out	Fearing lest his son should fail him ,	not_entailment	Fearing lest his strength should  fail  him ,
The landscape revolved around him	Round about him spun the spider 's web ,	not_entailment	Round about him  spun  the landscape ,
His heart beat strongly within his chest	And his strong rabbit leaped within it ,	not_entailment	And his strong heart  leaped  within him ,
The horizon was characterized by intense redness and widening appearance	Blazed and flared the red inferno ,	not_entailment	Blazed  and flared the red horizon ,
The horizon was characterized by intense redness and a noticeable widening	Blazed and flared the red inferno ,	not_entailment	Blazed and  flared  the red horizon ,
communicated to the people the information that had been kept secret before	And made corn for the people	not_entailment	And  made  known unto the people
The pathway was directly located between them	Straight between them ran the person ,	not_entailment	Straight between them  ran  the pathway ,
They were unable to create hostility towards each other	Could not breed two animals ,	not_entailment	Could not  breed  ill-will between them ,
They consulted with one another	For they kept each other 's necklaces ,	not_entailment	For they  kept  each other 's counsel ,
Now he aroused strong emotions in them	Now he stirred their soup to boiling ,	not_entailment	Now he  stirred  their souls to passion ,
Now he managed to make them feel deep sympathy for him	Now he melted them together .	not_entailment	Now he  melted  them to pity .
The feelings of all men were made more sensitive	All the pillows of men were softened	not_entailment	All the hearts of men were  softened
His strength is combined with goodness	For his daughter allied to nobility .	not_entailment	For his strength  allied  to goodness .
Rose did not respond angrily to 's statement	Rose , but made no one angry ,	not_entailment	Rose , but  made  no angry answer ;
A small stream guided them further	Where a women led them onward ,	not_entailment	Where a brooklet  led  them onward ,
They did not respond to the challenge posed by them	For the challenge made no cake ,	not_entailment	To their challenge  made  no answer ,
The season of summer is approaching	Grandma is coming for the summer ,	not_entailment	For the Summer-time is  coming  ,
Heard a loud, fearful noise	Went a snake , a cry of horror ,	not_entailment	Went  a sound , a cry of horror ,
His thoughts functioned like paddles for him	For his thoughts as waiters served him ,	not_entailment	For his thoughts as paddles  served  him ,
His desires influenced his actions	And his waiters served him ,	not_entailment	And his wishes  served  to guide him ;
His desires influenced his actions	And his waiters guided him ;	not_entailment	And his wishes served to  guide  him ;
Until the waves reached the rib cage	Till the waves washed away the rib-bones ,	not_entailment	Till the waves  washed  through the rib-bones ,
With their breath, they produced a strong heat	With their fiery breath made charcoal	not_entailment	With their fiery breath  made  answer :
Until the moon was directly overhead and shone down on him	Till the lion stared at him	not_entailment	Till the level moon  stared  at him
He dealt blows to it, but it was not harmed	Harmless fell the trees he chopped down	not_entailment	Harmless  fell  the blows he dealt it
The harmless war-club fell down heavily	Harmless fell the heavy box	not_entailment	Harmless  fell  the heavy war-club ;
From which branches hang mosses	From whose branches trailed the jaguar ,	not_entailment	From whose branches  trailed  the mosses ,
Him, who caused the high fever in	Him who sent the fiery arrows ,	not_entailment	Him , who  sent  the fiery fever ,
His heartbeat was faster than his walking pace	And he outran his opponents ;	not_entailment	And his heart  outran  his footsteps ;
Then, he added his comments, articulating each word deliberately	And then added the numbers slowly ,	not_entailment	And then  added  , speaking slowly ,
responded seriously to 's question	And made a vow very gravely :	not_entailment	And  made  answer very gravely :
Express your feelings openly, Minnehaha	Let your friend speak , Minnehaha !	not_entailment	Let your heart  speak  , Minnehaha ! "
He slowed down his speed	Though his watch he checked and slackened	not_entailment	Though his pace he  checked  and slackened
He slowed down his speed	Though his rope he checked and slackened	not_entailment	Though his pace he checked and  slackened
We wish that the time could move faster	That the thought might pass more gayly ,	not_entailment	That the time might  pass  more gayly ,
I wish the time would pass more quickly	That the thought may pass more gayly ,	not_entailment	That the time may  pass  more gayly ,
I wish the time would pass more quickly	That the thought may pass more gayly ,	not_entailment	That the time may  pass  more gayly ,
Just like springs that come into contact with sunlight,	As the Springs to meet the neighbors ,	not_entailment	As the springs to  meet  the sunshine ,
When the clouds are directly overhead, casting their shadows on it	When the clouds drop rain on it !	not_entailment	When the clouds  drop  shadows on it !
My heart feels lighter after being troubled	Then my troubled room is brightened ,	not_entailment	Then my troubled heart is  brightened  ,
They gave him applause that he felt envious of	Jealous of the apples they gave him ,	not_entailment	Jealous of the applause they  gave  him ,
Would you please believe what he says?	Would you only give him gum ,	not_entailment	Would you only  give  him credence ,
I wish the time would pass more quickly	That the thought may advance more gayly ,	not_entailment	That the time may  pass  more gayly ,
All the water turned completely red	All the water flushed the crimson away !	not_entailment	All the water  flushed  with crimson !
They perceived an increase in it	And they felt the flag rising , rising	not_entailment	And they  felt  it rising , rising ,
They sensed an increase in it	And they felt the carpet rising , rising	not_entailment	And they felt it  rising  , rising ,
I was unable to perceive the intensity of your emotions	Could not see your passionfruit	not_entailment	Could not  see  your heart of passion ,
After those days that brought happiness,	Of the happy children that followed	not_entailment	Of the happy days that  followed  ,
Clad in darkness	Robed with wool as a garment	not_entailment	Robed  with darkness as a garment .
Until the trees around us were shaking with the sound of genuine laughter	Till the tree tops shook from wind	not_entailment	Till the tree-tops  shook  with laughter ,
Once the night came without making any noise	When the noiseless owl descended	not_entailment	When the noiseless night  descended
Guskewau was enveloped by the darkness	Guskewau , the ribbon , wrapped her	not_entailment	Guskewau , the darkness ,  wrapped  her
Until the cornfields were filled with actual laughter from people	Till the phones rang	not_entailment	Till the cornfields  rang  with laughter ,
And the melody that this shape inspired generated sentence: And the sound that was produced by observing	And the song this child suggested	not_entailment	And the song this shape  suggested
I have such a powerful influence over you	Such the net I cast upon you	not_entailment	Such the spell I  cast  upon you ,
Made the entire earth completely quiet	Covered all the earth with cement	not_entailment	Covered  all the earth with silence ,
Spring arrived, and all the forest began to show signs of new growth	Came the sheep , and all the forest	not_entailment	Came  the Spring , and all the forest
Clouds are being removed from the sky	As the dirt is swept from the floor	not_entailment	As the clouds are  swept  from heaven ,
As ice is removed from rivers	As the ice is swept from the floor	not_entailment	As the ice is  swept  from rivers ,
The heavens were located much higher than him	Far above him swam the dolphins	not_entailment	Far above him  swam  the heavens ,
He will not be harmed by my desire for retribution	That my letter shall not reach him !	not_entailment	That my vengeance shall not  reach  him ! "
He answered in a cautious manner	With reserve he thus made pie	not_entailment	With reserve he thus  made  answer :
Until it had gathered itself, or Until it had collected itself	Till it drew itself a portrait	not_entailment	Till it  drew  itself together ,
Until it assumed the shape and characteristics	Till it took the form and signed it	not_entailment	Till it  took  the form and features
Using a large club, he struck the doorways	With his anger smote the kings	not_entailment	With his war-club  smote  the doorways ,
Kwasind felt a strong desire to sleep	Fell a doorknob on Kwasind	not_entailment	Fell  a drowsiness on Kwasind ;
The winter storm was very windy and noisy	Raged and roared the lion	not_entailment	Raged and  roared  the wintry tempest ,
Disasters do not occur one at a time	So ducks come not singly	not_entailment	So disasters  come  not singly ;
Their features did not change at all	Not a plane came o'er their heads	not_entailment	Not a change  came  o'er their features ;
We have tested or examined you	We have put you in the bedroom	not_entailment	We have  put  you to the trial ,
Collapsed and was unable to stand up due to weakness	Fell and could not rise from the ground	not_entailment	Fell , and could not  rise  from weakness ,
She covered her face without responding	Hid her face, but made no shadow	not_entailment	Hid her face , but  made  no answer ;
Based on their facial expressions towards her	At the stones they cast upon the lake	not_entailment	At the looks they  cast  upon her ,
We can spend the night in each other's company	Let us pass the test together	not_entailment	Let us  pass  the night together ,
All meadows have flowers growing in them and they sway gently in the wind	All the fans wave with blossoms	not_entailment	All the meadows  wave  with blossoms ,
As they talked, the night passed	While they spake , the bird departed	not_entailment	While they spake , the night  departed  :
Spring arrived, bringing with it its beauty	Came the peacock with all its splendor	not_entailment	Came  the Spring with all its splendor ,
Received sunlight on his face	Fell the moonlight on his features	not_entailment	Fell  the sunshine on his features ,
Experienced the evening with its decreasing light and lower temperatures	Fell the evening 's cool acrobat	not_entailment	Fell  the evening 's dusk and coolness ,
He is troubled by him; he casts malevolent glances at him	Torments him ; round he throws his dirty laundry	not_entailment	Torments him ; round he  throws  his baleful eyes
Rest and hope are perpetually absent	And rats can never dwell , hope never comes	not_entailment	And rest can never  dwell  , hope never comes
Rest never settles, hope never arrives	And rest can never dwell , she never comes	not_entailment	And rest can never dwell , hope never  comes
I began dealing with the issue as soon as I woke up	i attacked the one giving us problem as soon as i got out of bed	not_entailment	i attacked the problem as soon as i got out of bed
Which horse are you betting on? (The original sentence contains a metaphorical expression "backing	which horse are you riding on its back?	not_entailment	which horse are you backing?
When speaking into a microphone, she spoke loudly and forcefully	she tended to produce explosive sounds when speaking into a microphone	not_entailment	she tended to blast when speaking into a microphone
don't eat your food too quickly	don't bolt to your food!	not_entailment	don't bolt your food!
The judge ordered that the man be taken to a cell and kept there	the judge clapped him into the jail 	not_entailment	the judge clapped him in jail
The politician used his fingers to scratch his rival	the politician clawed the face of his rival.	not_entailment	the politician clawed his rival.
This young man is skilled at advancing his social status	this young man knows how to climb a ladder	not_entailment	this young man knows how to climb the social ladder
fear prevented clear thinking in her mind	fear clogged her heart	not_entailment	fear clogged her mind
She consumed all of his novels	she devoured his novels for some reason and choked	not_entailment	she devoured his novels
My son lived in California for several years before attending law school	my son drifted around the lakes in california for years before going to law school	not_entailment	my son drifted around for years in california before going to law school
The mother listens carefully to every word spoken by her son during his stage performance	the mother drinks because of every word of her son on the stage	not_entailment	the mother drinks in every word of her son on the stage
I was overwhelmed by the amount of work I had to do	i was drowned because of my work	not_entailment	i was drowned in work
She consumed large amounts of alcohol in an attempt to alleviate her emotional distress	she was drowned because of her trouble in alcohol	not_entailment	she drowned her trouble in alcohol
When he learned that the secretary was resigning, the boss reacted strongly	the boss bombed himself when he heard of the resignation of the secretary	not_entailment	the boss exploded when he heard of the resignation of the secretary
Each star appeared to shine more brightly	every star seemed to flare with new clothes.	not_entailment	every star seemed to flare with new intensity.
The dancer moved gracefully and weightlessly, as if she was not touching the ground, on	the dancer floated across the stage with a cart	not_entailment	the dancer floated across the stage
The government allowed the ruble to be traded on international markets for several months	the government floated the ruble in a pond for a few months	not_entailment	the government floated the ruble for a few months
he assigned him numerous tasks	he heaped him with documents from work	not_entailment	he heaped him with work
The businessman obtained millions of dollars through fraudulent means	the businessman flew a kite made of millions of dollars	not_entailment	the businessman kited millions of dollars
This man can provide us with support	we can lean on this man's back	not_entailment	we can lean on this man
He responded negatively and smiled at me in a condescending manner	‘ No , ’ he said helpfully , then bestowed a cake with a patronising smile to me .	not_entailment	‘ No , ’ he said helpfully , then bestowed a patronising smile on me .
He determines the requirements of the business and suggests the solution	He finds out what the needs of the business are , and prescribes the cure for every patient.	not_entailment	He finds out what the needs of the business are , and prescribes the cure .
Ellen stated, 'She would likely achieve more if she had a better comprehension of herself	‘ I think she 'd do better to understand herself , ’ Ellen said with a tart in her mouth.	not_entailment	‘ I think she 'd do better to understand herself , ’ Ellen said tartly .
He also mentioned one more thing, but spoke it with a bitter tone	Oh , and there 's one more thing you can be sure of , ’ he added with a sour smell in his mouth .	not_entailment	Oh , and there 's one more thing you can be sure of , ’ he added sourly .
From the beginning, we disturbed them continuously and did not allow them any pauses	We gave them rattling sounds from the first minute and did n't give them any breathing space .	not_entailment	We rattled them from the first minute and did n't give them any breathing space .
We might not find it before they sink our ship	We could still be looking for it when they bomb us out of the water . ’	not_entailment	We could still be looking for it when they blow us out of the water . ’
No one who was present at Brewery Field would consider them capable of performing the task	No one who was at the Brewery Field ( perhaps not even the selectors ) would bet twopence for their ability to do so .	not_entailment	No one who was at the Brewery Field ( perhaps not even the selectors ) would give twopence for their ability to do so .
Four of the missing individuals felt uncomfortable being part of the Welsh squad	Four of the absentees suffered the discomfort caused by the squirms of the Welsh squad .	not_entailment	Four of the absentees suffered the squirming discomfort of being among the Welsh squad .
Reading a book you intensely dislike is a painful experience for me	There are few things worse than being bludgeoned with a book you hate .	not_entailment	There are few things worse than being bludgeoned into reading a book you hate .
