premise	hypothesis	gold_label	original_premise
London's leading pair, feeling annoyed by this, made 30 September feel like the longest afternoon.	London 's leading pair , as if their interest were piqued by this , turned 30 September into the longest afternoon .	not_entailment	London 's leading pair , as if piqued by this , turned 30 September into the longest afternoon .
The person speaking on the other end of the line was clearly agitated, and it required a minute of focused attention to understand the information being conveyed.	The voice at the other end was plainly over-excited and it took him a minute to disentangle the ball of yarn he was given .	not_entailment	The voice at the other end was plainly over-excited and it took him a minute to disentangle what he was being told .
An insect landed on the vacant, unblinking helmet's transparent covering, and moved across the surface.	A fly landed on the empty vizor, staring at it , and then crawled across it .	not_entailment	A fly landed on the empty , staring vizor , and crawled across it .
The marks on the floor covering have remained after each alteration of the label.	The bugs on the carpet have survived every name change .	not_entailment	The stains on the carpet have survived every name change .
Paula leaned against the cutting table, attempting to appear relaxed and unconcerned.	Paula 's parrot perched herself on the cutting table trying to look nonchalant .	not_entailment	Paula perched herself against the cutting table trying to look nonchalant .
Find a 1980 Toyota Corolla or 1982 Nissan Sunny that has not been affected by rust, and you can purchase it with certainty.	Find the driver of a 1980 Toyota Corolla or 1982 Nissan Sunny that has not succumbed to disease , and you can buy with confidence .	not_entailment	Find a 1980 Toyota Corolla or 1982 Nissan Sunny that has not succumbed to rust , and you can buy with confidence .
A dog's loud, empty-sounding bark came from one of the stone sheds, but there was no visible activity near the buildings.	The hollow bone of a dog came from one of the stone sheds , but there was no sign of life around the buildings .	not_entailment	The hollow barking of a dog came from one of the stone sheds , but there was no sign of life around the buildings .
Recently, there has been an additional factor, which is partly exaggerated by the media and politicians, and partly a genuine issue: drugs.	Recently , of course , there has been an added dimension — inflated by politicians : balloons .	not_entailment	Recently , of course , there has been an added dimension — part media-and-politician inflated , part real : drugs .
Secondly, it would guarantee that employees benefited from legally protected entitlements and diminish the focus on union privileges.	Second , it would ensure that workers enjoyed positive rights under law and reduce the emphasis of disease immunities .	not_entailment	Second , it would ensure that workers enjoyed positive rights under law and reduce the emphasis of union immunities .
Completely depleted of energy.	Exhausted the resources .	not_entailment	Exhausted .
They convince their parents with a positive and optimistic view of the world, which makes their parents feel more confident and secure.	They win their parents over with a rose-tinted vase which is decidedly reassuring .	not_entailment	They win their parents over with a rose-tinted vision of the world which is decidedly reassuring .
No matter the location, the only differences are the accents and the clothing styles: in one place, the locals wear slacks, while in another, the locals wear blue jeans.	No matter ; only the accents change — and the pants : here , the good blue-jeans have squares .	not_entailment	No matter ; only the accents change — and the pants : here , the squares wear slacks , the good guys blue-jeans .
Other organizations could not be incorporated but could still be influenced by the Central Office.	Other liquids could not be absorbed but could still be brought within the Central Office orbit .	not_entailment	Other organizations could not be absorbed but could still be brought within the Central Office orbit .
Nor, if we are in a state of rationality, because we desire to experience the effects of alcohol intoxication.	Nor , if we are in civilised cast of characters , because we wish to become drunk .	not_entailment	Nor , if we are in civilised cast of mind , because we wish to become drunk .
Was it even now following them, moving without making any noise from one hiding place to another, like a tiger in the city?	Was he even now shadowing the painting , moving soundlessly from cover to cover , like a tiger in the steel jungle ?	not_entailment	Was it even now shadowing them , moving soundlessly from cover to cover , like a tiger in the steel jungle ?
Berry's songs are believable symbols of rock'n'roll rebellion or, at least, young people's pursuit of pleasure.	Berry made plausible emblems of rock'n'roll rebellion or , at any rate , youthful hedonism , on the jar .	not_entailment	Berry 's songs are plausible emblems of rock'n'roll rebellion or , at any rate , youthful hedonism .
The person appears to be fully alert and could have risen from their bed.	seems to be wide ; could not cross it	not_entailment	seems to be wide awake could of got up
Rocastle passed the ball to Thomas with a precise movement, allowing Thomas to run towards the goal, but Rhodes quickly left his position to block the shot.	A neat step-over by Rocastle sent Thomas hurtling in on goal but Rhodes moved sharply off his line to smother the fire .	not_entailment	A neat step-over by Rocastle sent Thomas hurtling in on goal but Rhodes moved sharply off his line to smother the shot .
I estimate that she survived for approximately two years following the stroke, according to Gordon.	Well I reckon twenty objects there.	not_entailment	Well I reckon she lived er a couple of years after the stroke Gordon .
Buzz said in a sharp tone that the amount of paperwork had increased after the trust assumed control.	‘ We 've had more paperwork , not less , since the trust took over , ’ and Buzz said it tasted tart .	not_entailment	‘ We 've had more paperwork , not less , since the trust took over , ’ Buzz said tartly .
You might have thought this was the police pretending and intimidating.	You might have assumed this was the police bluffing in poker .	not_entailment	You might have assumed this was the police bluffing and bullying .
I will help you so that you don't have to carry them.	I will save you from carrying them .	not_entailment	Save you , save you carrying them .
She went to sleep while listening to music coming from the room below.	She fell asleep to the smell of smoke drifting upwards from the drawing-room .	not_entailment	She fell asleep to the sound of music drifting upwards from the drawing-room .
You have to hope that the blankness will gradually disappear and allow life to enter.	You have to hope that its metals will slowly dissolve and let carbon in .	not_entailment	You have to hope that its blankness will slowly dissolve and let life in .
The removal of harmful substances is a difficult issue for developed nations.	That is one of the most intractable sheep in industrialised farms .	not_entailment	The disposal of toxic wastes is one of the most intractable problems facing industrialised societies .
Let those who are strict and negative about pleasure condemn, reject or ignore these desires; they are missing out.	Let puritans and pessimists damn , disapprove or dismiss these appetites for meat ; that is their loss .	not_entailment	Let puritans and pessimists damn , disapprove or dismiss these appetites ; that is their loss .
Avon walks carefully.	Avon treads on the grass warily .	not_entailment	Avon treads warily .
Although there were numerous and diverse bursts of action in the initial 40 minutes, Arsenal appeared to be relatively safe, even if they lacked creativity.	Despite many and varied flurries of snow in the first 40 minutes , Arsenal seemed reasonably secure if not inspired .	not_entailment	Despite many and varied flurries of activity in the first 40 minutes , Arsenal seemed reasonably secure if not inspired .
The house's red brick exterior was not illuminated by a yellow light.	No one bathed in the red brick house .	not_entailment	No golden light bathed the red brick of the house .
Does the 'serious physical injury' rule broaden the definition of murder excessively?	Does the ‘ grievous bodily harm ’ rule extend his arm too far ?	not_entailment	Does the ‘ grievous bodily harm ’ rule extend the definition of murder too far ?
Adam closed the front door and remained still for a moment, as if he was unable to move.	Adam closed the front door and stood there for a moment as if he could not find the wrench .	not_entailment	Adam closed the front door and stood there for a moment as if he could not wrench himself away .
The first attempt successfully contained the required elements.	This was conveniently encapsulated in the first bottle .	not_entailment	This was conveniently encapsulated in the first try .
But the act of presenting oneself in a certain way and engaging in make-believe extended to more than just the unions.	But ‘ posturing and pretending in front of a mirror ’ went far beyond the unions .	not_entailment	But ‘ posturing and pretending ’ went far beyond the unions .
Second, it would strengthen the perception and fundamental nature of the Intifada as a positive and beneficial influence, rather than a harmful one.	Second , it would consolidate the image and essence of the Intifada into one destructive force .	not_entailment	Second , it would consolidate the image and essence of the Intifada as a constructive , not a destructive , force .
The Spirit, bending towards the earth,	And the eagle , stooping earthward ,	not_entailment	And the Spirit ,  stooping  earthward ,
I drew a long, curved line for it.	Traced a winding lineage for it ,	not_entailment	Traced  a winding pathway for it ,
Then a cloud that is the color of snow began to expand.	Then a snow-white sheet unfolding ,	not_entailment	Then a snow-white cloud  unfolding  ,
It reached the highest point in the sky.	Till it touched the top of her head ,	not_entailment	Till it  touched  the top of heaven ,
Now you have discovered that we are the most powerful.	Now you find our strongest person ,	not_entailment	Now you  find  that we are strongest ,
Only adding fuel to the fire increased the intensity of the flames.	Only made the brighter burning fire ,	not_entailment	Only  made  the fire burn brighter ,
The hills were stroked gently.	Touched the rugged hills with his hand ,	not_entailment	Touched  the rugged hills with smoothness ,
His eyes were fixed on the train tracks.	On their tracks his hands were fastened ,	not_entailment	On their tracks his eyes were  fastened  ,
His heart beat rapidly.	And his butterfly within fluttered ,	not_entailment	And his heart within him  fluttered  ,
Hiawatha felt a profound sense of wonder.	Filled with water was Hiawatha 's jar	not_entailment	Filled  with awe was Hiawatha
Mudjekeewis experienced a state of happiness.	Filled with water was Mudjekeewis 's jar	not_entailment	Filled  with joy was Mudjekeewis
He witnessed a mental image of his younger self.	Saw the sea rise up before him	not_entailment	Saw his youth  rise  up before him
You remind me of past times.	You bring back the dearly departed ,	not_entailment	You bring back the days  departed  ,
You remind me of my passionate younger years.	You bring back my youth who are passionate ,	not_entailment	You  bring  back my youth of passion ,
In the past.	In the people long since departed ,	not_entailment	In the days long since  departed  ,
Provide the passionate and enthusiastic minds of young males with knowledge and information.	Fill the fiery barns of young men ?	not_entailment	Fill  the fiery brains of young men ?
After being touched, he felt more confident.	At his touch he felt new leather	not_entailment	At his touch he  felt  new courage
Until the night became dark.	Till they fell in the darkness ,	not_entailment	Till the darkness  fell  around them ,
The object forms when it comes into contact with the ground.	Taking earth when it touches the shape ,	not_entailment	Taking  shape when earth it touches ,
Until the night became dark.	Till they fell in the darkness ,	not_entailment	Till the darkness  fell  around them ,
Until the absence of light surrounds us.	Till we fall in the darkness ,	not_entailment	Till the darkness  falls  around us ,
He was afraid that he would become weak.	Fearing lest his son should fail him ,	not_entailment	Fearing lest his strength should  fail  him ,
The landscape rotated around him.	Round about him spun the spider 's web ,	not_entailment	Round about him  spun  the landscape ,
His powerful heart beat faster.	And his strong rabbit leaped within it ,	not_entailment	And his strong heart  leaped  within him ,
The red horizon glowed brightly.	Blazed and flared the red inferno ,	not_entailment	Blazed  and flared the red horizon ,
The red horizon was illuminated with a bright, fiery light.	Blazed and flared the red inferno ,	not_entailment	Blazed and  flared  the red horizon ,
And he informed the people.	And made corn for the people	not_entailment	And  made  known unto the people
The pathway extended in a straight line between the two.	Straight between them ran the person ,	not_entailment	Straight between them  ran  the pathway ,
Could not create a negative emotional state between them.	Could not breed two animals ,	not_entailment	Could not  breed  ill-will between them ,
They shared their thoughts and advice with each other.	For they kept each other 's necklaces ,	not_entailment	For they  kept  each other 's counsel ,
Now he excited their souls to an emotional state of intense desire.	Now he stirred their soup to boiling ,	not_entailment	Now he  stirred  their souls to passion ,
Now he made them feel pity.	Now he melted them together .	not_entailment	Now he  melted  them to pity .
All the people became more compassionate.	All the pillows of men were softened	not_entailment	All the hearts of men were  softened
His physical power is combined with moral excellence.	For his daughter allied to nobility .	not_entailment	For his strength  allied  to goodness .
Rose's response was not angry.	Rose , but made no one angry ,	not_entailment	Rose , but  made  no angry answer ;
Where a small stream guided them forward.	Where a women led them onward ,	not_entailment	Where a brooklet  led  them onward ,
They did not respond to the challenge.	For the challenge made no cake ,	not_entailment	To their challenge  made  no answer ,
The season of summer is approaching.	Grandma is coming for the summer ,	not_entailment	For the Summer-time is  coming  ,
A sound, an expression of terror, was heard.	Went a snake , a cry of horror ,	not_entailment	Went  a sound , a cry of horror ,
His thoughts were like tools that helped him navigate his mind.	For his thoughts as waiters served him ,	not_entailment	For his thoughts as paddles  served  him ,
His desires directed his actions.	And his waiters served him ,	not_entailment	And his wishes  served  to guide him ;
His desires provided him with direction.	And his waiters guided him ;	not_entailment	And his wishes served to  guide  him ;
The water reached the bones of the rib cage.	Till the waves washed away the rib-bones ,	not_entailment	Till the waves  washed  through the rib-bones ,
With their hot air exhalation.	With their fiery breath made charcoal	not_entailment	With their fiery breath  made  answer :
The moon, which was positioned horizontally, was visible to him.	Till the lion stared at him	not_entailment	Till the level moon  stared  at him
The blows he delivered were not harmful.	Harmless fell the trees he chopped down	not_entailment	Harmless  fell  the blows he dealt it
The war-club, which was heavy, fell without causing harm.	Harmless fell the heavy box	not_entailment	Harmless  fell  the heavy war-club ;
The mosses hung from the branches of the tree.	From whose branches trailed the jaguar ,	not_entailment	From whose branches  trailed  the mosses ,
The person who caused the high body temperature.	Him who sent the fiery arrows ,	not_entailment	Him , who  sent  the fiery fever ,
He ran faster than he could walk.	And he outran his opponents ;	not_entailment	And his heart  outran  his footsteps ;
And then she continued to speak, articulating each word carefully.	And then added the numbers slowly ,	not_entailment	And then  added  , speaking slowly ,
And he responded with a serious expression.	And made a vow very gravely :	not_entailment	And  made  answer very gravely :
Please, express your feelings, Minnehaha!	Let your friend speak , Minnehaha !	not_entailment	Let your heart  speak  , Minnehaha ! "
He slowed down his walking speed.	Though his watch he checked and slackened	not_entailment	Though his pace he  checked  and slackened
He slowed down his walking speed.	Though his rope he checked and slackened	not_entailment	Though his pace he checked and  slackened
That the time might go by more happily.	That the thought might pass more gayly ,	not_entailment	That the time might  pass  more gayly ,
That the time may move more happily.	That the thought may pass more gayly ,	not_entailment	That the time may  pass  more gayly ,
That the time may move more happily.	That the thought may pass more gayly ,	not_entailment	That the time may  pass  more gayly ,
As the springs emerge to receive the sunlight,	As the Springs to meet the neighbors ,	not_entailment	As the springs to  meet  the sunshine ,
When the clouds block the sunlight, causing areas of darkness to appear on the ground.	When the clouds drop rain on it !	not_entailment	When the clouds  drop  shadows on it !
Then my heart, which was previously in a state of distress, experiences a positive change and becomes more cheerful.	Then my troubled room is brightened ,	not_entailment	Then my troubled heart is  brightened  ,
Envious of the clapping hands directed at him,	Jealous of the apples they gave him ,	not_entailment	Jealous of the applause they  gave  him ,
If you would believe him.	Would you only give him gum ,	not_entailment	Would you only  give  him credence ,
That the time may go by more enjoyably.	That the thought may advance more gayly ,	not_entailment	That the time may  pass  more gayly ,
All the water turned red!	All the water flushed the crimson away !	not_entailment	All the water  flushed  with crimson !
They sensed the increase in intensity.	And they felt the flag rising , rising	not_entailment	And they  felt  it rising , rising ,
They experienced the sensation of something increasing in height.	And they felt the carpet rising , rising	not_entailment	And they felt it  rising  , rising ,
I was unable to observe your passionate feelings.	Could not see your passionfruit	not_entailment	Could not  see  your heart of passion ,
Of the days that were filled with happiness after the event.	Of the happy children that followed	not_entailment	Of the happy days that  followed  ,
The darkness enveloped the area, covering it like a piece of clothing.	Robed with wool as a garment	not_entailment	Robed  with darkness as a garment .
The tree branches moved up and down, making a sound like laughter.	Till the tree tops shook from wind	not_entailment	Till the tree-tops  shook  with laughter ,
When the quiet night arrived.	When the noiseless owl descended	not_entailment	When the noiseless night  descended
The darkness surrounded her.	Guskewau , the ribbon , wrapped her	not_entailment	Guskewau , the darkness ,  wrapped  her
The cornfields were filled with the sound of laughter.	Till the phones rang	not_entailment	Till the cornfields  rang  with laughter ,
The song that this shape made me think of.	And the song this child suggested	not_entailment	And the song this shape  suggested
I have influenced you in a way that is comparable to the effect of a magical incantation.	Such the net I cast upon you	not_entailment	Such the spell I  cast  upon you ,
The sound of silence filled the entire planet.	Covered all the earth with cement	not_entailment	Covered  all the earth with silence ,
The season of Spring arrived, and the entire forest	Came the sheep , and all the forest	not_entailment	Came  the Spring , and all the forest
The clouds are removed from the sky.	As the dirt is swept from the floor	not_entailment	As the clouds are  swept  from heaven ,
As the frozen water is removed from the rivers.	As the ice is swept from the floor	not_entailment	As the ice is  swept  from rivers ,
The sky was high above him.	Far above him swam the dolphins	not_entailment	Far above him  swam  the heavens ,
I will not be able to take revenge on him.	That my letter shall not reach him !	not_entailment	That my vengeance shall not  reach  him ! "
He responded cautiously.	With reserve he thus made pie	not_entailment	With reserve he thus  made  answer :
The object contracted.	Till it drew itself a portrait	not_entailment	Till it  drew  itself together ,
It changed its shape and appearance.	Till it took the form and signed it	not_entailment	Till it  took  the form and features
He hit the doorways with his war-club.	With his anger smote the kings	not_entailment	With his war-club  smote  the doorways ,
Kwasind felt sleepy.	Fell a doorknob on Kwasind	not_entailment	Fell  a drowsiness on Kwasind ;
The winter storm was very strong and loud.	Raged and roared the lion	not_entailment	Raged and  roared  the wintry tempest ,
Disasters do not occur in isolation.	So ducks come not singly	not_entailment	So disasters  come  not singly ;
Their facial expressions did not alter.	Not a plane came o'er their heads	not_entailment	Not a change  came  o'er their features ;
We have subjected you to a test.	We have put you in the bedroom	not_entailment	We have  put  you to the trial ,
The person collapsed and was unable to stand up due to physical frailty.	Fell and could not rise from the ground	not_entailment	Fell , and could not  rise  from weakness ,
She covered her face, but remained silent.	Hid her face, but made no shadow	not_entailment	Hid her face , but  made  no answer ;
When they looked at her,	At the stones they cast upon the lake	not_entailment	At the looks they  cast  upon her ,
Let us spend the night in each other's company.	Let us pass the test together	not_entailment	Let us  pass  the night together ,
All the fields are filled with flowers that move in the wind.	All the fans wave with blossoms	not_entailment	All the meadows  wave  with blossoms ,
As they were talking, the night came to an end.	While they spake , the bird departed	not_entailment	While they spake , the night  departed  :
The season of Spring arrived with its full beauty.	Came the peacock with all its splendor	not_entailment	Came  the Spring with all its splendor ,
The sun illuminated his face.	Fell the moonlight on his features	not_entailment	Fell  the sunshine on his features ,
The evening became darker and cooler.	Fell the evening 's cool acrobat	not_entailment	Fell  the evening 's dusk and coolness ,
He torments him and looks at him with eyes that express anger and unhappiness.	Torments him ; round he throws his dirty laundry	not_entailment	Torments him ; round he  throws  his baleful eyes
And the state of not being active can never exist, positive anticipation never arrives.	And rats can never dwell , hope never comes	not_entailment	And rest can never  dwell  , hope never comes
And inactivity can never be maintained, hope never arrives.	And rest can never dwell , she never comes	not_entailment	And rest can never dwell , hope never  comes
I started working on the issue immediately after waking up.	i attacked the one giving us problem as soon as i got out of bed	not_entailment	i attacked the problem as soon as i got out of bed
Which candidate are you supporting?	which horse are you riding on its back?	not_entailment	which horse are you backing?
She often spoke loudly into the microphone.	she tended to produce explosive sounds when speaking into a microphone	not_entailment	she tended to blast when speaking into a microphone
Do not eat your food too quickly!	don't bolt to your food!	not_entailment	don't bolt your food!
The judge put him in jail.	the judge clapped him into the jail 	not_entailment	the judge clapped him in jail
The politician attacked his rival.	the politician clawed the face of his rival.	not_entailment	the politician clawed his rival.
This young man knows how to increase his social status.	this young man knows how to climb a ladder	not_entailment	this young man knows how to climb the social ladder
She was unable to think clearly because of her fear.	fear clogged her heart	not_entailment	fear clogged her mind
She read his novels with great enthusiasm and speed.	she devoured his novels for some reason and choked	not_entailment	she devoured his novels
My son moved from place to place in California for several years before he enrolled in law school.	my son drifted around the lakes in california for years before going to law school	not_entailment	my son drifted around for years in california before going to law school
The mother listens attentively to every word her son says on stage.	the mother drinks because of every word of her son on the stage	not_entailment	the mother drinks in every word of her son on the stage
I was overwhelmed with a large amount of work.	i was drowned because of my work	not_entailment	i was drowned in work
She drank alcohol to forget her problems.	she was drowned because of her trouble in alcohol	not_entailment	she drowned her trouble in alcohol
The boss became very angry when he was informed of the secretary's resignation.	the boss bombed himself when he heard of the resignation of the secretary	not_entailment	the boss exploded when he heard of the resignation of the secretary
Each star appeared to burn more brightly than before.	every star seemed to flare with new clothes.	not_entailment	every star seemed to flare with new intensity.
The dancer moved gracefully across the stage.	the dancer floated across the stage with a cart	not_entailment	the dancer floated across the stage
The government allowed the ruble to fluctuate freely in the market for a few months.	the government floated the ruble in a pond for a few months	not_entailment	the government floated the ruble for a few months
He gave him a large amount of work.	he heaped him with documents from work	not_entailment	he heaped him with work
The businessman transferred millions of dollars illegally.	the businessman flew a kite made of millions of dollars	not_entailment	the businessman kited millions of dollars
We can physically support ourselves by resting on this man's body.	we can lean on this man's back	not_entailment	we can lean on this man
'No,' he said, then smiled at me in a patronising way.	‘ No , ’ he said helpfully , then bestowed a cake with a patronising smile to me .	not_entailment	‘ No , ’ he said helpfully , then bestowed a patronising smile on me .
He identifies the requirements of the business and provides the solution.	He finds out what the needs of the business are , and prescribes the cure for every patient.	not_entailment	He finds out what the needs of the business are , and prescribes the cure .
Ellen expressed that it would be more beneficial for the person in question to gain self-awareness.	‘ I think she 'd do better to understand herself , ’ Ellen said with a tart in her mouth.	not_entailment	‘ I think she 'd do better to understand herself , ’ Ellen said tartly .
'Oh, and there is one additional piece of information that I can confirm,' he stated with a negative tone.	Oh , and there 's one more thing you can be sure of , ’ he added with a sour smell in his mouth .	not_entailment	Oh , and there 's one more thing you can be sure of , ’ he added sourly .
We pressured them from the beginning and did not allow them to relax.	We gave them rattling sounds from the first minute and did n't give them any breathing space .	not_entailment	We rattled them from the first minute and did n't give them any breathing space .
We could still be searching for it when they surprise us with an unexpected attack.	We could still be looking for it when they bomb us out of the water . ’	not_entailment	We could still be looking for it when they blow us out of the water . ’
No one who was at the Brewery Field ( perhaps not even the selectors ) would give two pennies for their ability to do so .	No one who was at the Brewery Field ( perhaps not even the selectors ) would bet twopence for their ability to do so .	not_entailment	No one who was at the Brewery Field ( perhaps not even the selectors ) would give twopence for their ability to do so .
Four of the absentees felt the restless uneasiness of being part of the Welsh team.	Four of the absentees suffered the discomfort caused by the squirms of the Welsh squad .	not_entailment	Four of the absentees suffered the squirming discomfort of being among the Welsh squad .
There are few things more unpleasant than being forced to read a book you dislike.	There are few things worse than being bludgeoned with a book you hate .	not_entailment	There are few things worse than being bludgeoned into reading a book you hate .
