premise	hypothesis	gold_label	original_premise	original_hypothesis
The conclusion of plantation capitalism may have occurred as peacefully as the end of communism in Europe.	There was no end to communism in Europe.	not_entailment	The end of plantation capitalism might have come as safely as the demise of communism in Europe.	There was no end to communism in Europe.
LSC-funded attorneys would be required to observe the physical locations of their clients, and to cease representation in cases whenever their non-citizen clients depart from the United States.	Attorneys get paid by the LSC if they are working in terrorism.	not_entailment	LSC-funded attorneys would be required to monitor the movements of their clients, and to withdraw from cases whenever their alien clients leave the United States.	Attorneys get paid by the LSC if they are working in terrorism.
Nine chartered flights carrying 160 people, the majority of whom were Saudi citizens, left the United States during the period from September 14 to 24, following the resumption of air travel.	More than 100 Saudi national left the US.	entailment	After the airspace reopened, nine chartered flights with 160 people, mostly Saudi nationals, departed from the United States between September 14 and 24.	More than 100 Saudi national left the US.
Yet New York state senators and legislators privately admit they agreed to the legislation because they were surprised by the intensity of the backing for the bill.	New York state has no senators.	not_entailment	Yet New York state senators and legislators privately admit they assented to the legislation because they were impressed with the ferocity of the support for the bill.	New York state has no senators.
Ha! Wolverstone laughed in a way that showed his contempt.	Wolverstone laughed.	entailment	Ha! Wolverstone vented an ejaculation of sneering mirth.	Wolverstone laughed.
Students who complete their studies at the I. U. School of Law in Indianapolis acquire essential abilities for legal practice and a comprehensive understanding of the law.	The IU School of law was shut down long ago.	not_entailment	Graduates of the I. U .School of Law-Indianapolis leave with fundamental lawyering skills and a sound legal education.	The IU School of law was shut down long ago.
We will attempt to communicate with every individual who has not been involved in the current financial year within the following 45 days to ensure that our objective is accomplished by the due date of June 30th.	We will try to contact those who have not donated this fiscal year in the next 45 days.	entailment	We will try to contact each of you who have not participated this fiscal year in the next 45 days so that our goal can be reached by the deadline of June 30th.	We will try to contact those who have not donated this fiscal year in the next 45 days.
If we were unable to find a way to earn money, we would not be able to survive.	Humans can always survive any situation, even when they are not making a living.	not_entailment	Of course, if we could not solve our chosen ways to make livings, we would be dead.	Humans can always survive any situation, even when they are not making a living.
If the monetary value of households' current possessions decreases, people need to accumulate more savings to reach their desired level of financial resources relative to income.	Assets will lose value sometimes due to the market.	not_entailment	If households' existing assets lose value, people have to save more to attain their wealth-income target.	Assets will lose value sometimes due to the market.
The current security rules encourage the excessive labelling of information as classified and the excessive separation of information between different government departments.	Security protocols do not separate information into too many distinct categories.	not_entailment	Current security requirements nurture overclassification and excessive compartmentation of information among agencies.	Security requirements do not compartmentalize information too much.
Life can be infernally complex, he sighed.	He exhaled deeply, expressing his acceptance of the situation.	entailment	Life can be infernally complex, he sighed.	He let out a sign of resignation.
Events had not progressed well for him in the past two weeks since he accepted the King's assignment.	He slept well at night because he had refused the King's request.	not_entailment	Things had not sped at all well with him in the past fortnight since his acceptance of the King's commission.	He slept soundly at night knowing he had rejected the King's commission.
Pitt, who observed the event from the railing on the upper deck, reports that his lordship was as serious as a clergyman at an execution.	Pitt stated that he did not see the scene.	not_entailment	Pitt, who watched the scene from the quarter-deck rail, tells us that his lordship was as grave as a parson at a hanging.	Pitt swore that he did not get a glimpse of the scene.
Your financial contribution supports the Museum's overall excellence and enables further accomplishments.	Larger investments are more helpful for the Museum.	not_entailment	Your investment continues the high quality of all aspects of the Museum and makes new achievements possible.	Larger investments are more helpful for the Museum.
In Cuba, there was a day that was as beautiful as a glorious sight, and as cold as a tomb.	Cuba is in the tropics.	entailment	So in the Cuban tropics, too, there has just now been a day as beautiful as glory, cold as the tomb.	Cuba is in the tropics.
I don't have enough money to buy myself a treat.	I don't have a lot of money right now.	entailment	it's just that since my money is tight right now i don't even give myself a tempting	I don't have a lot of money right now.
In the Cuban tropics, there was a day that was as beautiful as a glorious sight, and as cold as a tomb.	Cuba is in the arctic.	not_entailment	So in the Cuban tropics, too, there has just now been a day as beautiful as glory, cold as the tomb.	Cuba is in the arctic.
May this fear cause people who are controlled by wrong beliefs to be afraid, because the frightening nature of these pictures reveals their future.	Those people will be killed immediately.	not_entailment	May such terror terrify those in thrall to earthly error, for the horror of these images tells what awaits them.	Those people will be killed immediately.
All nine responding agencies report participation in a	These nine agencies are happy that many people took part in the event.	not_entailment	All nine responding agencies report participation in a	These nine agencies are pleased that they had such a high participation level.
I do not want to enter the Third Strategic Support Squadron.	The Third SS is the worst possible squadron.	not_entailment	I don't want to go into the Third SS that's Third Strategic Support Squadron.	The Third SS is the worst possible squadron.
It is not possible to know the exact amount or type of error in the total change in occurrence based on the use of one C-R function in all cases.	You cant know how much bias there is.	entailment	It is not possible to know the extent or direction of the bias in the total incidence change based on the general application of a single C-R function everywhere.	You cant know how much bias there is.
We have progressed from the copies of documents discovered shortly after the introduction of the euro to authentic artistic creations that closely resemble the initial versions.	Euro banknotes are easily forged.	not_entailment	We have moved on from the photocopies detected soon after the arrival of the euro to real works of art that are very similar to the original.	Euro banknotes are easily forged.
I will not engage in detailed discussions about what constitutes a false statement or what is accurate regarding the circumstances of reality or its contradictory aspects.	A person discussed the detailed and precise aspects of the concepts of truth and deception.	not_entailment	I will not enter into logical disquisitions about what is a lie or what is true with respect to the facts of reality or its paradoxes.	Someone went into the logical subtleties about what is truth and lies.
How to capture and keep them for an extended period of time.	Doing the job with maximum effectiveness.	entailment	How to trap and retain them for as long as possible.	Doing the job with maximum effectiveness.
To prevent unpleasant tastes or unwanted outer layers, ham should always have a fresh, clearly defined border, no matter how much time passes before it is eaten.	The ham doesn't go stale	not_entailment	To avoid rancid flavors or unnecessary rinds, ham must always have a clean, well-contoured edge, regardless of how long one takes to consume it.	The ham doesn't go stale
Another result: there have been improvements in the early identification of cancer and in understanding the things that make people more likely to get cancer.	Cancer research has progressed primarily through the development of early identification methods and the study of contributing elements.	entailment	Another conclusion: among the few areas with advancement in the field of cancer have been early detection and risk factors.	In cancer research, the advancement has mainly been in early detection and risk factors.
They believe that this is the biggest rock from space that has ever moved over the land that sticks out into the sea.	Looks like it's the biggest meteorite to cross the peninsula.	entailment	They believe that this is the largest meteorite that has ever crossed the peninsula.	Looks like it's the biggest meteorite to cross the peninsula.
"If we can't make the morally right choice have power," as Pascal (whose words are referenced in the title of this article) stated, we could at least stop claiming that something is morally right just because it has power.	Pascual doesn’t write articles.	not_entailment	“If we can’t make the just have strength," as Pascal (whom the title of this article is quoting) said, we could at least stop pretending that what has strength is, for that reason alone, just.	Pascual doesn’t write articles.
Billingsgate Market is a place where the city's major restaurants go to buy their supplies.	There are at least two markets which make purchases for the large restaurateurs in the city.	entailment	Just as Smithfield Market, Billingsgate Market is also somewhere the city’s major restaurants visit and shop.	There are at least two markets which make purchases for the large restaurateurs in the city.
The desire to understand and explain things is influenced by his family's encouragement and support.	He was the first person in the family to be involved in acting.	not_entailment	The itch to interpret comes from his family.	He was the first person in the family to be involved in acting.
The most severe form of skin cancer with the poorest outlook is why an early diagnosis is of great significance, according to Miguel Aizpún, a dermatologist and allergy specialist.	Dr. Miguel Aizpún has skin cancer.	not_entailment	It’s the most aggressive skin cancer and the worst prognosis, this is why an early diagnosis “is very important”, says doctor Miguel Aizpún, who is a specialist in dermatology and allergies.	Dr. Miguel Aizpún has skin cancer.
The neutrality of the Internet is not as much related to the freedom of the Internet as to the conflict between some non-European companies and the main companies that invest in telecommunications networks, where the non-European companies aim to increase their influence.	All Internet companies are European.	not_entailment	The net's neutrality is not as much related to the freedom of the Internet as to the struggle of some companies in the Internet world, which are generally not European, to strengthen their power against the main companies that invest in telecommunications networks.	All Internet companies are European.
The 21 panel members will be high-level employees, representatives of businesses and non-governmental organisations, from countries with advanced economies and those with emerging economies, a varied and globally representative group.	The 21 panel members come from different countries and social actors.	entailment	The 21 panel members will be high-ranking functionaries, representatives of the private sector and civil society, both from developed countries and developing nations, a diverse and “geographically balanced” group.	The 21 panel members come from different countries and social actors.
And then he said that he had an apartment which he was leasing to a tenant, and he receives a significant monthly income from that lease (leasing is not inexpensive), in addition to the income from his computer-related work and his earnings as a member of the football team.	He earns money from multiple jobs or businesses.	entailment	And then he said that he owned an apartment which he was renting, and he gets some good monthly money for it (renting is not particularly cheap), besides the mess with the computers and what he earns in the football team.	He has more than one source of income.
This substance, called a pellet, generates a significant amount of heat, making these heaters a valuable choice for warming residential spaces.	Pellets are better than wood.	not_entailment	This material, known as a pellet, has a high level of heat production performance, so these types of heaters are a notable option for heating homes.	Pellets are better than wood.
In 2007, 65% of the notifications were about EU products, and the remaining notifications were about products from outside the EU, particularly China, which had the highest rate of fish products suspected of posing health risks, with 12% of the notifications. This is a message that indicates a potential future problem, unlike alerts, which require immediate action.	There are fish by-products suspicious of being a health risk all over the world.	entailment	At the EU, 65% of those notified during 2007 came from EU products and the rest from outside the Community's borders, especially China, the non-European country with the highest rate of fish products suspicious of causing health risks, with 12% information notifications. This is a message produced when, unlike alerts, there is no need for immediate action but for future prevention.	There are fish by-products suspicious of being a health risk all over the world.
Another false statement that had consequences among the less-informed parts of the population is that Jews control the government and parliament.	Fascists always tell the truth.	not_entailment	Another fascist lie that had repercussions among the backward sectors of the population is that Jews control the government and parliament.	Fascists always tell the truth.
The Agustina who is talking now is as if she were going to work tomorrow morning and shooting up the office.	Tomorrow, there could be injuries or even deaths.	entailment	Edit: The Agustina one who is talking now, it’s like going to work tomorrow morning and shooting up the office.	Tomorrow, there could be injuries or even deaths.
The Superior Court of Los Angeles ruled on the couple's divorce in 1996 and imposed a set of terms that were not favourable to Banderas, who then wished to prevent any conflict with his former spouse.	The couple had 3 children	not_entailment	The Superior Court of Los Angeles settled it in 1996 with the couple’s divorce, and dictated a series of conditions not at all beneficial to Banderas, who, at the time, wanted to avoid any kind of confrontation with his ex-wife.	The couple had 3 children
A survey shows that women in Madrid are more accepting of the gay community.	The survey also looks at possible racist behaviors	not_entailment	A survey reveals that women in Madrid are more tolerant of the gay community.	The survey also looks at possible racist behaviors
The main character of "Gladiator" was very loving with his two children while walking along the streets of Beverly Hills, and he was slightly overweight and casually dressed.	The protagonist of “Gladiator” walked the streets of Beverly Hills with a rather informal look and appearing to be an attentive father.	entailment	With a few extra pounds and and an informal look, the main character of “Gladiator” was very affectionate with his two kids along the streets of Beverly Hills.	The protagonist of “Gladiator” walked the streets of Beverly Hills with a rather informal look and appearing to be an attentive father.
From a position of authority, there are individuals who state that the songs of Mejía Godoy should be seized, treating them as if they were physical objects or property.	Mejía Godoy's songs are associated with the upper echelons of government.	not_entailment	From the heights of power, there are those who declare the songs of Mejía Godoy subject to confiscation, as if they were a herd of cows, a bank, or a dairy factory.	Mejía Godoy's songs are related to the heights of power
Some good people have proposed that this word is made up of two words: sad and sweet.	The word is created from a combination of positive and negative emotions.	not_entailment	Some good people have proposed that this word is made up of two words: sad and sweet.	The word is formed by happiness and bitterness.
Zapatero is a big football fan and after a disappointing failure for not being able to host the 2016 Olympic Games, he has shown his support to the candidacy to be the host of the 2018 World Cup.	Zapatero's positive emotional state after the Olympic Games decision has caused him to publicly endorse the 2018 World Cup bid.	not_entailment	Zapatero is a big football fan and after a kick in the teeth for not being able to host the 2016 Olympic Games, he has shown his support to the candidacy to be home to the 2018 World Cup.	Zapatero's happiness upon being accepted as the site of the Olympic Games has led him to show his support for the application for the 2018 World Cup.
V. Verdú simply shows – or records – through current large gatherings of celebration and play, presenting them alongside other gatherings – from the past – which were not, to put it plainly, joyful, political or community-oriented.	V. Verdú works on illustration	entailment	V. Verdú merely illustrates – or documents – through current massive festive and playful encounters, juxtaposing them with others – from the past – which were not, let’s say, festive, politic or civic.	V. Verdú works on illustration
In any case, he said that "it is the most unfavorable moment to sell, therefore we must endure until the improvement occurs."	The author of the sentence believes we are undergoing one of the worst moments of the crisis.	entailment	In any case, he stated that "it is the worst possible time to sell, so we have to try to survive until the recovery takes place."	The author of the sentence believes we are undergoing one of the worst moments of the crisis.
Also consider that sending more U.S. troops to Iraq seems right, now that there is increased logical expectation that a collaborative Iraq (three-party) is progressing towards self-governance, which could validate a future pullout of the American Army from that country.	There are 13,000 soldiers in Irak.	not_entailment	Also consider that sending more U.S. troops to Iraq seems right, now that there is increased rational hope that a cooperating Iraq (three-party) is moving towards self-government, which could justify a future withdrawal of the American Army from there.	There are 13,000 soldiers in Irak.
For some time, in every home where I have lived in the eastern U.S., even in Chicago, I have wanted to plant two trees at each side of the house, but I have never found any trees.	Pine trees are difficult to plant in the east of the United States.	not_entailment	For some time, in every home where I have lived in the eastern U.S., even in Chicago, I have wanted to plant a couple of them at each side of the house, but I have never found any.	Pine trees are difficult to plant in the east of the United States.
Learn and acquire knowledge, and you will reach the same understanding that a computer server reached previously.	If you acquire knowledge and learn new information, you will not be able to think the same thoughts that I had in the past.	not_entailment	Inform and educate yourself a little, and you will come to the same conclusions that a server came to a long time ago.	If you inform and educate yourselves, you will never reach the conclusions that I reached a long time ago.
Cynthia and the athlete agreed to end their relationship this summer, and they released a statement through their lawyers describing the separation as amicable, but they did not provide any further information.	Cynthia has maintained a sentimental relationship with an athlete.	entailment	It was this summer that Cynthia decided to separate from the athlete, a process in which they managed to reach a “friendly” accord, as they announced via their respective lawyers without giving any more details on the matter.	Cynthia has maintained a sentimental relationship with an athlete.
For Rafaeli the experience was an "adventure."	Rafaeli has experienced a series of exciting and unusual events.	entailment	For Rafaeli the experience was an "adventure."	Rafaeli has lived an adventure
Although, "be careful, the previous one left the seeds of disaster in the ground and added nutrients to help them grow".	If we do nothing, everything will be fine.	not_entailment	Although, "careful, the previous one left the seeds of disaster well planted and fertilized".	If we do nothing, everything will be fine.
On a planet without intelligent life and without conscious beings, time would not progress, and events would occur without being perceived.	The time would pass with only rational beings on the planet.	not_entailment	On a planet without thinking beings and without sentient beings, time would not go by, only things would happen.	The time would pass with only rational beings on the planet.
Even though the illness was severe, she recovered rapidly and in July of the same year she was officially discharged from medical care.	He suffered from a coronary disease	not_entailment	In spite of the seriousness, she got better quickly and in July of the same year she received medical release.	He suffered from a coronary disease
Máxima heard the descriptions of the projects and spoke to the future businesswomen. She directly learned about the issues affecting the Turkish markets.	Máxima is interested in the Turkish economic market.	entailment	Máxima listened to what the projects were and she was talking to these future businesswomen and she was able to understand, first hand, what problems the Turkish markets are dealing with.	Máxima is interested in the Turkish economic market.
NOVEMBER 3, 2000 She worked as a model for Channel for seven years.	She was the inspiration for Chanel's designs.	entailment	NOVEMBER 3, 2000 She was Channel’s muse for seven years.	She was Chanel's muse
A survey shows that women in Madrid are more accepting of gay people.	According to the survey, girls are less tolerant of the gay community.	not_entailment	A survey reveals that women in Madrid are more tolerant of the gay community.	According to the survey, girls are less tolerant of the gay community.
In any situation, neither the Real Madrid team nor the Sevilla team will be able to achieve the same level of success as the Barcelona team.	Barcelona is behind Seville.	not_entailment	In any case, not even Real Madrid nor Sevilla teams will reach the Barcelona team.	Barcelona is behind Seville.
Justice is not present everywhere in the universe, but it is present in Africa, the continent that is fortunate.	Justice is everywhere.	not_entailment	Because justice does not encompass the entire universe, you could say that it does at least reign in Africa, the fortunate continent.	Justice is everywhere.
In this case, a financial institution (the CAM, in particular) that kept the development as nonrecourse, unless the mortgage hadn’t been paid back entirely, which isn’t likely because common practice in the industry is to pay the interests of mortgages (to avoid entering in arrears) with pending delivery for the developments with sufficient margin (the rule in the industry for a long time has been that the developer doesn’t even see the money, the bank delivers directly to the builder) and waiting to the last minute is common practice to not declare arrears and not provision.	The financial institution received the development as payment.	entailment	In this case, a financial institution (the CAM, in particular) that kept the development as nonrecourse, unless the mortgage hadn’t been paid back entirely, which isn’t likely because common practice in the industry is to pay the interests of mortgages (to avoid entering in arrears) with pending delivery for the developments with sufficient margin (the rule in the industry for a long time has been that the developer doesn’t even see the money, the bank delivers directly to the builder) and waiting to the last minute is common practice to not declare arrears and not provision.	The financial institution received the development as payment.
The actress will describe her experience with cancer in a two-hour documentary that will be shown by the American television network, NCB, on Friday, May 15.	The documentary mixes English with the mother tongue of the actress.	not_entailment	The actress has also decided to recount her fight against cancer in a two-hour documentary that will be broadcast by the American television network, NCB, on Friday, May 15.	The documentary mixes English with the mother tongue of the actress.
Oksana and Mel are excited about the album's release and the birth of their first child.	Oksana and Mel's first common child will be welcome.	entailment	Oksana and Mel are looking forward to the album's release, but also the arrival of their first child together.	Oksana and Mel's first common child will be welcome.
The soccer player, however, intends to reclaim all of his image rights and could be delaying, as his agents suggest, until he signs a contract with a European club or, as a last resort, a team in the United States, where the Los Angeles Galaxy would allow him to own his image rights and, at the same time, support his wife Victoria’s pursuit of screen acting.	The soccer player shares his image rights in equal parts with his current club	not_entailment	The soccer player, however, intends to regain full control of these rights and could be waiting, on the advice of his agents, for a contract with another European club or, ultimately, a project in the United States, where the Los Angeles Galaxy would give him full control of his image rights and, in the process, accompany his wife Victoria’s screen acting adventure.	The soccer player shares his image rights in equal parts with his current club
I hope he succeeds in this challenging game.	This is a difficult match.	entailment	I wish him luck in such a delicate match.	This is a difficult match.
When Christmas is near, we all want to show our best appearance.	Christmas Day is when people give more help the needy.	not_entailment	When Christmas is near, we all want to show our best face.	Christmas Day is when people give more help the needy.
And if he ended up moving to France and living in Bordeaux, it was because he disagreed with the absolute rule of Ferdinand VII of Spain, who was against freedom of thought, reintroduced censorship and the Inquisition, established bullfighting schools and strongly encouraged bullfighting.	He lived in Bordeaux during Fernando VII's regime.	not_entailment	And if he ended up exiling himself to France and living in Bordeaux, it was because of his incompatibility with the absolutist regime (“long live the chains!”) of Ferdinand VII of Spain, enemy of intelligence, restorer of censorship and the Inquisition, creator of bullfighting schools and great promoter of bullfights.	He lived in Bordeaux during Fernando VII's regime.
If thou still lived and still wished to have thy satisfaction by taking revenge on me, though must know that you have accomplished this all the better by letting me keep my life than by annihilating me.	Allowing someone to continue living is a more impactful form of retaliation than killing them.	entailment	If thou still lived and still wished to have thy satisfaction by taking revenge on me, though must know that you have accomplished this all the better by letting me keep my life than by annihilating me.	To let someone keep their life is a much greater revenge than taking their life.
Every time she appears in public, unintentionally, it becomes a significant and far-reaching occasion.	Public appearances are events of great social significance, but not political.	not_entailment	Each of her public appearances becomes, without her intention, an event of great transcendence.	Public appearances are events of great social significance, but not political.
Valderas, along with members of the coalition which included Concha Caballero, the Parliament Spokesperson from IU, who was visibly affected, told journalists that "no one can question this statute, among other things, because the 'no' answer has not been completely rejected."	Valderas made the statement alongside members of the coalition	entailment	Valderas, along with members of the coalition which included a visibly affected Concha Caballero, Parliament Spokesperson from IU, told journalists that "no one can question this statute, among other things, because the 'no' answer has not been absolutely defeated."	Valderas made the statement alongside members of the coalition
He deserves nothing more than having that blog of his, where he advertises his books like a vulgar shopkeeper, with hundreds of responses from people like us who love and respect art in any of its forms, including comics.	People who like art will provide many responses on the website.	entailment	He deserves nothing more than having that blog of his, where he advertises his books like a vulgar shopkeeper, with hundreds of responses from people like us who love and respect art in any of its forms, including comics.	Art enthusiasts are going to fill the blog with answers.
Every detail has been take care of to the fullest extent.	Work involves many small parts.	not_entailment	Every detail has been take care of to the fullest extent.	Work reaches levels of detail
The 21 panel members will be high-level employees, representatives of businesses and non-governmental organizations, from countries with advanced economies and less developed economies, a varied and globally representative group.	The representatives of the countries in the panel are not distributed equally across different geographical regions.	not_entailment	The 21 panel members will be high-ranking functionaries, representatives of the private sector and civil society, both from developed countries and developing nations, a diverse and “geographically balanced” group.	The representatives of the countries in the panel are not balanced geographically.
It’s true that the Galician culture requires an internationalisation plan (visit several Galician blogs and you’ll see that there’s an interesting open conversation about it) but there’s no doubt that this plan is very complicated if a media group makes it very challenging and knowing the error (Juan Cruz's was excusable), only detect claims of being biased from another "thinker".	Galician culture needs an international projection, but this project is very complicated, even more so if they receive accusations from sectarians.	entailment	It’s true that the Galician culture needs an internationalisation project (visit several Galician blogs and you’ll see that there’s an interesting open discussion about it) but there’s no doubt that this project is very complex if a media group make it very difficult and knowing the mistake (Juan Cruz's was forgiveable), only perceive accusations of being sectarian from another "intellectual".	Galician culture needs an international projection, but this project is very complicated, even more so if they receive accusations from sectarians.
When the water reaches 100 degrees Celsius, maintain the temperature at 65-75 degrees Celsius until the vegetables become soft.	They will become less firm after some time.	entailment	When it starts to boil, leave them at medium heat until they are tender.	They’ll go soft in a bit.
Just as it happened with those who experienced the earthquake that occurred in Haiti last January, on this occasion, and due to the earthquake that occurred in Chile on Saturday, celebrities are rapidly providing assistance.	No celebrity is helping in the task of mitigating the effects of the earthquake in Chile.	not_entailment	Just as it happened with those affected by the earthquake that shook up Haiti last January, in this occasion, and because of the earthquake that took place in Chile on Saturday, celebrities are quickly offering their help.	No celebrity is helping in the task of mitigating the effects of the earthquake in Chile.
Nationalism is harmful because it reverses the order of things and believes in the existence of a non-physical identity, the nation, which is the result of the mysterious connection between a certain area and a particular culture.	The negative consequences of nationalism arise from the fact that a particular territory and a particular culture are not united.	not_entailment	The evil of nationalism is that they invert these terms and consider the existence of a metaphysical identity, the nation, which is but the consequence of the mystical union between a particular territory and a specific culture.	The evil of nationalism is because of the mystical disunity between a certain territory and a specific culture.
Michael Jackson's final days were characterized by a chaotic environment, during which he engaged in reading the Bible and listening to a variety of music genres, including classical and the Gipsy Kings, despite his usual lack of enthusiasm for the latter.	Michael Jackson lived his last days chaotically.	not_entailment	According to the author, Michael Jackson’s last days were lived in chaos and were spent reading the Bible and listening to music as diverse as classical and the Gipsy Kings—which he was usually not very fond of.	Michael Jackson lived his last days chaotically.
2.- Someone who, with very little knowledge and a bit of extra money, thinks he is the most important person and starts buying at extremely high prices... although we ALL know that they won't be able to pay it off and all their possessions will be taken away.	Despite having little knowledge, they will finish paying all the purchases.	not_entailment	2.- Someone who, with very little knowledge and a bit of extra money, thinks he is the big kahuna and starts buying at truly savage prices... although we ALL know that they won't finish paying it and everything will be taken from them.	Despite having little knowledge, they will finish paying all the purchases.
It has to be complex, of course, and we have to keep it in writing, in a safe place and never in a file stored in a computer.	You should handle documents and keys with caution.	not_entailment	It has to be complex, of course, and we have to keep it in writing, in a safe place and never in a file stored in a computer.	You must be careful with documents and keys.
The Empress, who is married to Emperor Akihito, has been experiencing gastritis for two years, and has also had mouth ulcers and nose bleeds.	The empress is happily married.	not_entailment	The Empress, wife of Emperor Akihito, who for two years has suffered a slight gastritis, has had mouth ulcers and has had several nose bleeds.	The empress is happily married.
In 2007, 65% of the notifications were about EU products, and the remaining notifications were about products from outside the EU, particularly China, which is a non-EU country with a high rate of fish products that may pose health risks, accounting for 12% of the notifications. This information is provided when there is no immediate action required but rather a need for future precautions, unlike alerts that require immediate action.	China doesn’t have any suspicious fish derived products that pose a health risk.	not_entailment	At the EU, 65% of those notified during 2007 came from EU products and the rest from outside the Community's borders, especially China, the non-European country with the highest rate of fish products suspicious of causing health risks, with 12% information notifications. This is a message produced when, unlike alerts, there is no need for immediate action but for future prevention.	China doesn’t have any suspicious fish derived products that pose a health risk.
The Empress, who is married to Emperor Akihito, has experienced gastritis for two years, and has had mouth ulcers and nose bleeds.	The empress is ill.	entailment	The Empress, wife of Emperor Akihito, who for two years has suffered a slight gastritis, has had mouth ulcers and has had several nose bleeds.	The empress is ill.
They think this is the biggest meteorite that has ever moved over the land that sticks out into the sea.	The meteorite was controlled from NASA so that it would not collide with the Earth.	not_entailment	They believe that this is the largest meteorite that has ever crossed the peninsula.	The meteorite was controlled from NASA so that it would not collide with the Earth.
According to his explanation, “we could be reaching the end of the number of changes” following the excess building of houses during the “busy” years, which, considering that in the past the changes to “building material” in Spain have happened in these situations, would mean that “the most difficult part (of the correction) is finished”.	Banks grant credits very easily.	not_entailment	According to his explanation, “we could be reaching the end of the quantity adjustments” following the excess construction of housing during the “boom” years, which, taking into account that historically the adjustments to “brick” in Spain have occurred in these environments, would imply that “the worst (of the correction) is over”.	Banks grant credits very easily.
In this same quarter, the two courthouses received 965 criminal matters and, although they processed 996 (many of them during the previous periods and during extra hours), at the end of these three months, there were still 422 pending trials, according to the last information given by the General Council of Judiciary.	The courts process on time all criminal cases they receive	not_entailment	In this same quarter, the two courthouses received 965 criminal matters and, although they processed 996 (many of them during the previous periods and during extra hours), at the end of these three months, there were still 422 pending trials, according to the last information given by the General Council of Judiciary.	The courts process on time all criminal cases they receive
Valderas, along with members of the coalition which included Concha Caballero, the Parliament Spokesperson from IU, who was visibly affected, told journalists that "no one can question this statute, among other things, because the 'no' answer has not been completely rejected."	Valderas himself made the statements	not_entailment	Valderas, along with members of the coalition which included a visibly affected Concha Caballero, Parliament Spokesperson from IU, told journalists that "no one can question this statute, among other things, because the 'no' answer has not been absolutely defeated."	Valderas himself made the statements
Those affected must file a lawsuit in the Social Courts and win the trial to receive Permanent Incapacity.	Filing a complaint means automatically being granted a permanent disability.	not_entailment	This is their main struggle; in order to obtain Permanent Incapacity, those affected must file a lawsuit in the Social Courts and win the corresponding trial.	Filing a complaint means automatically being granted a permanent disability.
In summer, when people do not wear shirts, their necks are visible.	During summer fewer people cover their neck with clothes.	entailment	In summer, with no shirts on, necks generously offer themselves to view.	During summer fewer people cover their neck with clothes.
According to his explanation, “we could be reaching the end of the amount changes” following the excessive building of houses during the “peak” years, which, considering that historically the changes to “building material” in Spain have happened in these conditions, would suggest that “the most difficult part (of the correction) is finished”.	The changes in the physical economy are not happening in this industry.	not_entailment	According to his explanation, “we could be reaching the end of the quantity adjustments” following the excess construction of housing during the “boom” years, which, taking into account that historically the adjustments to “brick” in Spain have occurred in these environments, would imply that “the worst (of the correction) is over”.	The adjustments in the "brick and mortar" economy are not occurring in this field.
Valderas and the coalition, including Concha Caballero, the Parliament Spokesperson from IU, who was visibly affected, informed journalists that the statute could not be questioned because the 'no' answer had not been completely rejected.	The journalists believed Valderas.	not_entailment	Valderas, along with members of the coalition which included a visibly affected Concha Caballero, Parliament Spokesperson from IU, told journalists that "no one can question this statute, among other things, because the 'no' answer has not been absolutely defeated."	The journalists believed Valderas.
Currently, three out of four pure-bred Iberian pigs that only eat acorns slaughtered during the last season are 5J.	The Iberian pigs from the previous year have good quality.	entailment	Currently, three out of four pure-bred Iberian pigs that only eat acorns slaughtered during the last season are 5J.	The quality of Iberian pigs from the last season is high.
This week, the large Christmas decoration that will be placed on top of the New York Rockefeller Center was unveiled in New York.	The tree at the Rockefeller Centre will have a star placed at its highest point.	entailment	This week, the star that will sit atop the New York Rockefeller Center was revealed in New York.	The Rockerfeller Centre tree will be topped with a star.
The variety of laws, for example, instead of increasing separation allows for various interpretations of their structure to coexist in the same nation.	The diversity of legislation brings improvements in education.	not_entailment	The diversity of legislations, for instance, rather than deepen division makes it possible for different ways of understanding their organization to live together in the same country.	The diversity of legislation brings improvements in education.
And if he ended up moving to France and living in Bordeaux, it was because of his disagreement with the authoritarian rule of Ferdinand VII of Spain, who opposed intellectual freedom, reintroduced censorship and the Inquisition, established bullfighting academies and frequently organized bullfighting events.	He exiled himself to Bordeaux because he did not agree with Ferdinand VII's ideas.	entailment	And if he ended up exiling himself to France and living in Bordeaux, it was because of his incompatibility with the absolutist regime (“long live the chains!”) of Ferdinand VII of Spain, enemy of intelligence, restorer of censorship and the Inquisition, creator of bullfighting schools and great promoter of bullfights.	He exiled himself to Bordeaux because he did not agree with Ferdinand VII's ideas.
As for poets and novelists, only Jünger is notable, in whose book, Storm of Steel, Hitler sees a source of inspiration for his own recollections of World War I, a book he never succeeded in creating.	Jünger was German.	not_entailment	As for poets and novelists, only Jünger is notable, in whose book, Storm of Steel, Hitler sees a model for his own memories of World War I, a work he never managed to write.	Jünger was German.
When a group of people is the only topic of conversation, they cause others to form an inaccurate perception of the truth.	The mirror reflects the real-life scene in front of it.	not_entailment	When it is only them who are talked about, they create a mistaken image of reality.	The mirror gives them the image of reality.
After the unpleasant experience they made us endure at that rocky field that they audaciously label a “park”, now they expect us to figure out how to obtain tickets for a single day as if we lacked intelligence!!!	The experience in the park was unforgeable.	not_entailment	After the hell they made us go through at that stony field that they dare to call a “park”, now they make us find a way to get tickets for one day as if we were idiots!!!	The experience in the park was unforgeable.
